date,equity,cash,n_positions
2021-11-02,1001732,0,3
2021-11-03,1007785,0,3
2021-11-04,990415,0,3
2021-11-05,1015498,0,3
2021-11-08,1008156,0,3
2021-11-09,1015847,0,3
2021-11-10,1030853,0,3
2021-11-11,1018144,0,3
2021-11-12,1033036,0,3
2021-11-15,1018064,0,3
2021-11-16,1014625,0,3
2021-11-17,1012467,0,3
2021-11-18,1001690,0,3
2021-11-19,993304,0,3
2021-11-22,993880,0,3
2021-11-23,989047,0,3
2021-11-24,980807,0,3
2021-11-25,1000914,0,3
2021-11-26,979497,0,3
2021-11-29,992325,0,3
2021-11-30,1028242,0,3
2021-12-01,1032543,0,3
2021-12-02,1031625,0,3
2021-12-03,1040089,0,3
2021-12-06,1041071,0,3
