date,equity,cash,n_positions
2025-03-03,988146,0,3
2025-03-04,987035,0,3
2025-03-05,992611,0,3
2025-03-06,976933,0,3
2025-03-07,968862,0,3
2025-03-10,955629,0,3
2025-03-11,936789,0,3
2025-03-12,953380,0,3
2025-03-13,937483,0,3
2025-03-14,939279,0,3
2025-03-17,943751,0,3
2025-03-18,950582,0,3
2025-03-19,943558,0,3
2025-03-20,983219,0,3
2025-03-21,964582,0,3
2025-03-24,947885,0,3
2025-03-25,948215,0,3
2025-03-26,955816,0,3
2025-03-27,934127,0,3
2025-03-28,910538,0,3
2025-03-31,842204,0,3
2025-04-01,859146,0,3
2025-04-02,853098,0,3
2025-04-07,766382,0,3
2025-04-08,724630,0,3
2025-04-09,687855,0,3
2025-04-10,755358,0,3
2025-04-11,796771,0,3
2025-04-14,797092,0,3
2025-04-15,805862,0,3
2025-04-16,779673,0,3
2025-04-17,775480,0,3
2025-04-18,783675,0,3
2025-04-21,760291,0,3
2025-04-22,748492,0,3
2025-04-23,781564,0,3
2025-04-24,778370,0,3
2025-04-25,809554,0,3
2025-04-28,817695,0,3
2025-04-29,848076,0,3
2025-04-30,845563,0,3
2025-05-02,897542,0,3
2025-05-05,879430,0,3
2025-05-06,901138,0,3
2025-05-07,890596,0,3
2025-05-08,899866,0,3
2025-05-09,912852,0,3
2025-05-12,917902,0,3
2025-05-13,937620,0,3
2025-05-14,948594,0,3
2025-05-15,969793,0,3
2025-05-16,966938,0,3
2025-05-19,954606,0,3
2025-05-20,953782,0,3
2025-05-21,965149,0,3
2025-05-22,959906,0,3
2025-05-23,953845,0,3
2025-05-26,939889,0,3
2025-05-27,934139,0,3
2025-05-28,935905,0,3
2025-05-29,930435,0,3
2025-06-02,903154,0,3
2025-06-03,912460,0,3
2025-06-04,933288,0,3
2025-06-05,933808,0,3
2025-06-06,948463,0,3
2025-06-09,942415,0,3
2025-06-10,964379,0,3
2025-06-11,978077,0,3
2025-06-12,977884,0,3
2025-06-13,964999,0,3
2025-06-16,960226,0,3
2025-06-17,973478,0,3
2025-06-18,1006975,0,3
2025-06-19,1001446,0,3
2025-06-20,997945,0,3
2025-06-23,985566,0,3
2025-06-24,993791,0,3
2025-06-25,987885,0,3
2025-06-26,980551,0,3
