date,equity,cash,n_positions
2023-08-04,9452020,0,9
2023-08-07,9779238,0,9
2023-08-08,9761011,0,9
2023-08-09,9727179,0,9
2023-08-10,9353931,0,9
2023-08-11,9341825,0,9
2023-08-14,9203040,0,9
2023-08-15,9419004,0,9
2023-08-16,9447432,0,9
2023-08-17,9494571,0,9
2023-08-18,9299181,0,9
2023-08-21,9414137,0,9
2023-08-22,9769723,0,9
2023-08-23,10008420,0,9
2023-08-24,10343648,0,9
2023-08-25,10233407,0,9
2023-08-28,10102010,0,9
2023-08-29,10184296,0,9
2023-08-30,10348334,0,9
2023-08-31,10260693,0,9
2023-09-01,10161045,0,9
2023-09-04,10267532,0,9
2023-09-05,10293632,0,9
2023-09-06,10361594,0,9
2023-09-07,10280115,0,9
2023-09-08,10203192,0,9
2023-09-11,10100901,0,9
2023-09-12,10301953,0,9
2023-09-13,10398674,0,9
2023-09-14,10663800,0,9
2023-09-15,10779369,0,9
2023-09-18,10760987,0,9
2023-09-19,10750579,0,9
2023-09-20,10401280,0,9
2023-09-21,10213113,0,9
2023-09-22,10508727,0,9
2023-09-25,10485982,0,9
2023-09-26,10442658,0,9
2023-09-27,10546465,0,9
2023-09-28,10479784,0,9
2023-10-02,10825239,0,9
2023-10-03,10912746,0,9
2023-10-04,10807034,0,9
2023-10-05,10972664,0,9
2023-10-06,10911948,0,9
2023-10-11,10882205,0,9
2023-10-12,11008971,0,9
2023-10-13,11046949,0,9
2023-10-16,10955363,0,9
2023-10-17,10905906,0,9
2023-10-18,10664196,0,9
2023-10-19,10918761,0,9
2023-10-20,10981648,0,9
2023-10-23,10743400,0,9
2023-10-24,10787835,0,9
2023-10-25,10779908,0,9
2023-10-26,10476468,0,9
2023-10-27,10465338,0,9
2023-10-30,10627293,0,9
2023-10-31,10421326,0,9
2023-11-01,10490018,0,9
2023-11-02,10781543,0,9
2023-11-03,10926049,0,9
2023-11-06,11049557,0,9
2023-11-07,10984042,0,9
2023-11-08,11074621,0,9
2023-11-09,11228318,0,9
2023-11-10,11096564,0,9
2023-11-13,11433836,0,9
2023-11-14,11510010,0,9
2023-11-15,11375536,0,9
2023-11-16,11366243,0,9
2023-11-17,11509460,0,9
2023-11-20,11442353,0,9
2023-11-21,11620939,0,9
2023-11-22,11719155,0,9
2023-11-23,11639390,0,9
2023-11-24,11603878,0,9
2023-11-27,11340360,0,9
2023-11-28,11562774,0,9
2023-11-29,11662761,0,9
2023-11-30,11708280,0,9
2023-12-01,11724210,0,9
2023-12-04,11666008,0,9
2023-12-05,11613374,0,9
2023-12-06,11593550,0,9
2023-12-07,11503205,0,9
2023-12-08,11648610,0,9
2023-12-11,11781418,0,9
2023-12-12,11744334,0,9
2023-12-13,11864923,0,9
2023-12-14,11918465,0,9
2023-12-15,11897567,0,9
2023-12-18,11665430,0,9
2023-12-19,11611497,0,9
2023-12-20,11590001,0,9
2023-12-21,11630461,0,9
2023-12-22,11709747,0,9
2023-12-25,11732688,0,9
2023-12-26,11884964,0,9
2023-12-27,12015636,0,9
2023-12-28,11940867,0,9
2023-12-29,11926279,0,9
2024-01-02,11873191,0,9
2024-01-03,11589118,0,9
2024-01-04,11503120,0,9
2024-01-05,11464502,0,9
2024-01-08,11456946,0,9
2024-01-09,11594142,0,9
2024-01-10,11614742,0,9
2024-01-11,11688903,0,9
2024-01-12,11663269,0,9
2024-01-15,11790192,0,9
2024-01-16,11506745,0,9
2024-01-17,11513313,0,9
2024-01-18,11640465,0,9
2024-01-19,11810101,0,9
2024-01-22,11953974,0,9
2024-01-23,11888664,0,9
2024-01-24,11725041,0,9
2024-01-25,11778180,0,9
2024-01-26,11904023,0,9
2024-01-29,11931786,0,9
2024-01-30,12021616,0,9
2024-01-31,12057616,0,9
2024-02-01,12051337,0,9
2024-02-02,12080906,0,9
2024-02-05,12172680,0,9
2024-02-15,12805109,0,9
2024-02-16,12650105,0,9
2024-02-19,12538555,0,9
2024-02-20,12777931,0,9
2024-02-21,12894925,0,9
2024-02-22,13335097,0,9
2024-02-23,13474274,0,9
2024-02-26,13462235,0,9
2024-02-27,13255512,0,9
2024-02-29,13317634,0,9
2024-03-01,13253401,0,9
2024-03-04,13487554,0,9
2024-03-05,13637391,0,9
2024-03-06,13839180,0,9
2024-03-07,14070603,0,9
2024-03-08,13850544,0,9
2024-03-11,13708615,0,9
2024-03-12,13749875,0,9
2024-03-13,13599968,0,9
2024-03-14,13405963,0,9
2024-03-15,13249013,0,9
2024-03-18,13588777,0,9
2024-03-19,13367745,0,9
2024-03-20,13253203,0,9
2024-03-21,13525903,0,9
2024-03-22,13515018,0,9
2024-03-25,13460402,0,9
2024-03-26,13294605,0,9
2024-03-27,13301176,0,9
2024-03-28,13231995,0,9
2024-03-29,13483736,0,9
2024-04-01,13354740,0,9
2024-04-02,13513812,0,9
2024-04-03,13409885,0,9
2024-04-08,13303005,0,9
2024-04-09,13303645,0,9
2024-04-10,13395178,0,9
2024-04-11,13404764,0,9
2024-04-12,13390299,0,9
2024-04-15,12980590,0,9
2024-04-16,12569033,0,9
2024-04-17,12727394,0,9
2024-04-18,12724764,0,9
2024-04-19,12071739,0,9
2024-04-22,11748979,0,9
2024-04-23,11884840,0,9
2024-04-24,12381160,0,9
2024-04-25,12258488,0,9
2024-04-26,10982837,0,9
2024-04-29,11150311,0,9
2024-04-30,11064397,0,9
2024-05-02,10917734,0,9
2024-05-03,10997438,0,9
2024-05-06,10824077,0,9
2024-05-07,10794298,0,9
2024-05-08,10901472,0,9
2024-05-09,10636647,0,9
2024-05-10,10593001,0,9
2024-05-13,10602365,0,9
2024-05-14,10739959,0,9
2024-05-15,10857864,0,9
2024-05-16,10860934,0,9
2024-05-17,10915935,0,9
2024-05-20,10920500,0,9
2024-05-21,10926659,0,9
2024-05-22,11084823,0,9
2024-05-23,11220716,0,9
2024-05-24,11256016,0,9
2024-05-27,11586087,0,9
2024-05-28,11716957,0,9
2024-05-29,11650623,0,9
2024-05-30,11568118,0,9
2024-05-31,11289194,0,9
2024-06-03,11505606,0,9
2024-06-04,11323146,0,9
2024-06-05,11293645,0,9
2024-06-06,11482801,0,9
2024-06-07,11554880,0,9
2024-06-11,11379056,0,9
2024-06-12,11630227,0,9
2024-06-13,11878445,0,9
2024-06-14,11875882,0,9
2024-06-17,12092359,0,9
2024-06-18,12461040,0,9
2024-06-19,12715008,0,9
2024-06-20,12923461,0,9
2024-06-21,12857832,0,9
2024-06-24,12435105,0,9
2024-06-25,12460615,0,9
2024-06-26,12609807,0,9
2024-06-27,12588279,0,9
2024-06-28,12666577,0,9
2024-07-01,12657249,0,9
2024-07-02,12402689,0,9
2024-07-03,12666774,0,9
2024-07-04,12917184,0,9
2024-07-05,12904618,0,9
2024-07-08,13128795,0,9
2024-07-09,13279909,0,9
2024-07-10,13364277,0,9
2024-07-11,13526794,0,9
2024-07-12,13007334,0,9
2024-07-15,13166809,0,9
2024-07-16,13214592,0,9
2024-07-17,12986818,0,9
2024-07-18,12498900,0,9
2024-07-19,12217500,0,9
2024-07-22,11938600,0,9
2024-07-23,12306132,0,9
2024-07-26,11690795,0,9
2024-07-29,11320651,0,9
2024-07-30,11655628,0,9
2024-07-31,11504079,0,9
2024-08-01,11587358,0,9
2024-08-02,10707547,0,9
2024-08-05,9617270,0,9
2024-08-06,9775997,0,9
2024-08-07,10398184,0,9
2024-08-08,10180298,0,9
2024-08-09,10508470,0,9
2024-08-12,10697692,0,9
2024-08-13,10954651,0,9
2024-08-14,11118984,0,9
2024-08-15,10994425,0,9
2024-08-16,11367127,0,9
2024-08-19,11489222,0,9
2024-08-20,11504467,0,9
2024-08-21,11335685,0,9
2024-08-22,11358651,0,9
2024-08-23,11540894,0,9
2024-08-26,11319127,0,9
2024-08-27,11459251,0,9
2024-08-28,11540804,0,9
2024-08-29,11561239,0,9
2024-08-30,11595774,0,9
2024-09-02,11505652,0,9
2024-09-03,11315585,0,9
2024-09-04,10647469,0,9
2024-09-05,10625048,0,9
2024-09-06,10722166,0,9
2024-09-09,10619164,0,9
2024-09-10,10639190,0,9
2024-09-11,10562890,0,9
2024-09-12,11171823,0,9
2024-09-13,11162082,0,9
2024-09-16,11190797,0,9
2024-09-18,10924700,0,9
2024-09-19,11168444,0,9
2024-09-20,11232708,0,9
2024-09-23,11232349,0,9
2024-09-24,11238062,0,9
2024-09-25,11241668,0,9
2024-09-26,11223235,0,9
2024-09-27,11144339,0,9
2024-09-30,10762863,0,9
2024-10-01,10867737,0,9
2024-10-04,10764171,0,9
2024-10-07,11155196,0,9
2024-10-08,11145345,0,9
2024-10-09,11200131,0,9
2024-10-11,11343733,0,9
2024-10-14,11506672,0,9
2024-10-15,11740392,0,9
2024-10-16,11676548,0,9
2024-10-17,11813829,0,9
2024-10-18,11827436,0,9
2024-10-21,12081892,0,9
2024-10-22,12169461,0,9
2024-10-23,12104032,0,9
2024-10-24,11727454,0,9
2024-10-25,11775920,0,9
2024-10-28,11643223,0,9
2024-10-29,11454216,0,9
2024-10-30,11444383,0,9
2024-11-01,11510133,0,9
2024-11-04,11673460,0,9
2024-11-05,11760152,0,9
2024-11-06,12113059,0,9
2024-11-07,12286882,0,9
2024-11-08,12268254,0,9
2024-11-11,12234197,0,9
2024-11-12,11852618,0,9
2024-11-13,11816306,0,9
2024-11-14,11658857,0,9
2024-11-15,11602930,0,9
2024-11-18,11274025,0,9
2024-11-19,11663216,0,9
2024-11-20,11551875,0,9
2024-11-21,11487539,0,9
2024-11-22,11685682,0,9
2024-11-25,11666372,0,9
2024-11-26,11395268,0,9
2024-11-27,11117431,0,9
2024-11-28,11077073,0,9
2024-11-29,11245140,0,9
2024-12-02,11469205,0,9
2024-12-03,11458604,0,9
2024-12-04,11786558,0,9
2024-12-05,12041021,0,9
2024-12-06,11992795,0,9
2024-12-09,12259636,0,9
2024-12-10,12095860,0,9
2024-12-11,12079430,0,9
2024-12-12,12095359,0,9
2024-12-13,12203136,0,9
2024-12-16,12156518,0,9
2024-12-17,12416032,0,9
2024-12-18,12500906,0,9
2024-12-19,12511904,0,9
2024-12-20,12314974,0,9
2024-12-23,12565383,0,9
2024-12-24,12467349,0,9
2024-12-25,12490867,0,9
2024-12-26,12447633,0,9
2024-12-27,12619835,0,9
2024-12-30,12448706,0,9
2024-12-31,12475308,0,9
2025-01-02,12147518,0,9
2025-01-03,12010570,0,9
2025-01-06,12412359,0,9
2025-01-07,12795684,0,9
2025-01-08,12617751,0,9
2025-01-09,12455594,0,9
2025-01-10,12441459,0,9
2025-01-13,11754409,0,9
2025-01-14,11820975,0,9
2025-01-15,11802234,0,9
2025-01-16,12233043,0,9
2025-01-17,12093900,0,9
2025-01-20,12248373,0,9
2025-01-21,12287495,0,9
2025-01-22,12434442,0,9
2025-02-03,11685209,0,9
2025-02-04,11659004,0,9
2025-02-05,11919268,0,9
2025-02-06,12055811,0,9
2025-02-07,12272363,0,9
2025-02-10,12051190,0,9
2025-02-11,12152779,0,9
2025-02-12,12065588,0,9
2025-02-13,12263201,0,9
2025-02-14,12230045,0,9
2025-02-17,12458141,0,9
2025-02-18,12455811,0,9
2025-02-19,12495611,0,9
2025-02-20,12354541,0,9
2025-02-21,12672307,0,9
2025-02-24,12516628,0,9
2025-02-25,12325881,0,9
2025-02-26,12351074,0,9
2025-02-27,12045971,0,9
2025-03-03,11583523,0,9
2025-03-04,11539323,0,9
2025-03-05,11624190,0,9
2025-03-06,11393512,0,9
2025-03-07,11426253,0,9
2025-03-10,11330889,0,9
2025-03-11,11060293,0,9
2025-03-12,11305838,0,9
2025-03-13,11210207,0,9
2025-03-14,11265561,0,9
